,training_error,error_variance,edge_variance,real_error
0,0.06784350673087852,0.16928535834798572,0.7700765165222124,0.06
1,0.06766901559005983,0.16890852026739012,0.763013955961154,0.06
2,0.06782321457233086,0.1691208630206035,0.75906099390301,0.06
3,0.06710604660714159,0.1686444085979915,0.7557181134551221,0.06
4,0.0668793617018695,0.1682907382302789,0.7505205514403037,0.06
5,0.06651060962779091,0.1680817195012123,0.7496207223831955,0.06
6,0.06658783922191601,0.1677920874772115,0.7464619651756689,0.06
7,0.06682918520646289,0.16815112664671356,0.745015743059714,0.06
8,0.06647697702076844,0.167734933898524,0.7444493885013097,0.06
9,0.06628717370636285,0.1675074026421245,0.7447227156213253,0.06
10,0.06566428754300577,0.16683295991329525,0.7453885227025117,0.06
11,0.06532008232297166,0.1663101635110481,0.744425198778388,0.06
12,0.06520672675454879,0.1662064200560318,0.7458625905190956,0.06
13,0.06533388447766494,0.16635876543674877,0.7453397255482861,0.06
14,0.0652027017910719,0.1663546876185035,0.7463925672444734,0.06
15,0.06470377645951648,0.1659393398670543,0.7460749604819451,0.06
16,0.0644846181887119,0.16574235162572912,0.7452815468362564,0.06
17,0.06400731118260095,0.16523921910940148,0.7465898778953075,0.06
18,0.06389280285272853,0.1652560419142097,0.7511168823110252,0.06
19,0.06367116595195886,0.16505232962629907,0.7528925396586339,0.08
20,0.06323671810567771,0.1647560532821659,0.7514034161312012,0.06
21,0.06339392109910248,0.1650839133810803,0.751476152298933,0.06
22,0.06303361081052677,0.16481691228189502,0.7539887974793001,0.06
23,0.06286219861136809,0.16462553902199673,0.7543896885495356,0.06
24,0.06262519845964984,0.16434217563891013,0.7565380790159134,0.06
25,0.06279651096134078,0.16452343868806646,0.7582855731045006,0.06
26,0.06335105031772092,0.16510280503041988,0.7596828671491637,0.06
27,0.06336046244028089,0.16514111727794875,0.7581429633645904,0.06
28,0.06327791322369804,0.16511075700289274,0.7591914722787134,0.06
29,0.06297989839663537,0.16479937291153082,0.7606572269332376,0.06
30,0.06298141971909962,0.164745709649797,0.7619819831130494,0.06
31,0.06263890372982737,0.1643803206447564,0.764496218007012,0.06
32,0.06270254087071297,0.16458001714645323,0.7669643499757995,0.06
33,0.06263130870665626,0.1644190370044946,0.7695690839250733,0.06
34,0.062344552774536606,0.1641483682964985,0.7703212982161423,0.06
35,0.06186311265254821,0.16310782997739187,0.7718125893388106,0.06
36,0.06179904776126019,0.16289794456635018,0.7743618900960592,0.06
37,0.06158184138065528,0.16247547992505257,0.776606041401068,0.06
38,0.06118714427360277,0.16214979416757677,0.7781518538591676,0.06
39,0.06113543435121425,0.16211147546482255,0.7799416590575163,0.06
40,0.061113792176467126,0.16209928431653506,0.7824575494355309,0.06
41,0.06102603634903411,0.1620876583248027,0.7852645735107607,0.06
42,0.06092544883310456,0.16206683512645104,0.7848703308647659,0.06
43,0.06058829401003714,0.1618685784810543,0.7879196433937028,0.06
44,0.0606270699104203,0.1619223064864217,0.7902059841724394,0.06
45,0.06048100207842277,0.16174262841482948,0.7933486690001262,0.06
46,0.06069033498031161,0.16205268654935448,0.7937237306685379,0.06
47,0.06079912431711766,0.16224680552551662,0.7960634045591264,0.06
48,0.06069761917838368,0.16205853773907844,0.7986698716051401,0.06
49,0.06080956949105021,0.1622214570497517,0.8016125468511086,0.06
50,0.06096253474662812,0.16235868890309532,0.8088648004404232,0.06
51,0.060817312785261354,0.1620874024062519,0.8119715161297547,0.06
52,0.06089740494317058,0.16216251730258527,0.8146598525381243,0.06
53,0.061220214473610375,0.16224204302306822,0.8155988868918895,0.06
54,0.06090034557077234,0.1617879246078744,0.8184335665492789,0.06
