,training_error,error_variance,edge_variance,real_error
0,0.3473625863592585,0.39039838628026124,2.132777288516879,0.34
1,0.34715121085226347,0.3904044511239219,2.1307765919432224,0.36
2,0.3467202355934693,0.3902955524303165,2.123478745467984,0.36
3,0.34680109652163854,0.3904633511249885,2.117764031852749,0.34
4,0.3465656077194701,0.3903784140987446,2.113997486431722,0.34
5,0.3462798226008336,0.3905515740218344,2.115743280144816,0.34
6,0.34580919459106557,0.39068853778655405,2.1200022755103074,0.32
7,0.3456182052395508,0.3908443126856032,2.120770384311327,0.32
8,0.3454012328743488,0.39094079739507975,2.122559647447373,0.32
9,0.34508072062883893,0.3910492665992651,2.1220411742112475,0.32
10,0.34522592926332746,0.3909972272535048,2.131898479733693,0.32
11,0.34517965809860984,0.3911525156516996,2.1318059857107183,0.32
12,0.34512600195831855,0.39115500061348235,2.140585438967314,0.32
13,0.34480631436439246,0.39118907973981026,2.148472957809361,0.3
14,0.3445708075394208,0.39127988280384285,2.148420505656295,0.3
15,0.34474916171110487,0.39107721529333933,2.152677823735275,0.3
16,0.34470893862279856,0.39117942494302316,2.158580154686641,0.3
17,0.34489237957249697,0.39112064343593156,2.1679649022171326,0.3
18,0.34567224375976047,0.3911428672667164,2.175832213430752,0.3
19,0.34348612141299034,0.39315450106776634,2.1694383123793846,0.3
20,0.3434006027470008,0.39307565920694953,2.1752873827152355,0.3
21,0.3430975957853429,0.3929904107213099,2.1915032050257275,0.3
22,0.34322021359561894,0.39316898197600114,2.1936108213064376,0.3
23,0.3439663863771817,0.3932119216538403,2.1985592099955484,0.3
24,0.34417898458179713,0.39325390752111805,2.2043095706787375,0.28
25,0.3440765213399848,0.393364769488226,2.2144496083755785,0.32
26,0.343890738483522,0.3933078243139237,2.2207664680251074,0.3
27,0.3435748810809429,0.39339934067050336,2.2279171998279934,0.32
28,0.3432922712228316,0.39332639348938103,2.2371629894513,0.32
29,0.3432709376599529,0.39333369187306116,2.2505168284845776,0.3
30,0.3433949320225326,0.39342258281997744,2.257133757615893,0.3
31,0.3431536827250351,0.39358765533975365,2.262206795184049,0.32
32,0.34327181149457053,0.3936668843563833,2.269266687344161,0.32
33,0.3433895696477545,0.3939253059414585,2.279902426552638,0.32
34,0.34362421312622526,0.3938712285171995,2.285017008489511,0.32
35,0.3439566966681509,0.3939036708401204,2.295569054695412,0.3
36,0.3439858832492953,0.3939776908080041,2.304255535866684,0.3
37,0.3441270002137809,0.394064179651001,2.317073690715855,0.3
38,0.3443932263204001,0.3939024522670559,2.3274989039681846,0.3
39,0.3420038258037954,0.3961475759600284,2.308793046068375,0.3
40,0.34189265733552515,0.3961872460164091,2.311188249361199,0.3
41,0.34219481015653563,0.3960464783662576,2.318315370201617,0.3
42,0.3423237606653698,0.396004950257008,2.3208984321672657,0.28
43,0.34171334915442475,0.3960924588325334,2.325071126155461,0.3
44,0.34229280972558895,0.39597832721328613,2.3316407126022893,0.3
45,0.3418372652141876,0.396002510402588,2.339927079204281,0.28
46,0.3417575393838816,0.3959498745895006,2.3439594685443703,0.28
47,0.34142558239765386,0.39584263099866335,2.343271846074183,0.28
48,0.34135763296076577,0.39570115081165746,2.3510431690616636,0.28
49,0.34128149257979884,0.39564211562446217,2.354533081502322,0.3
50,0.34118836959205584,0.3956684531974681,2.358089799353909,0.28
51,0.34139745540921496,0.3957745466898205,2.3666677812668184,0.3
52,0.34150768568897355,0.39588121666194465,2.3682232854084235,0.28
53,0.34168928409698385,0.3959506031443034,2.375419757951044,0.28
54,0.3417408588063863,0.3958707556113528,2.3770928778257057,0.28
55,0.3422340311494903,0.3957822726879866,2.383812814964955,0.28
56,0.3426741561489788,0.39559804552764977,2.3908842659463305,0.28
57,0.3423897768186639,0.3957123048005728,2.3949628606454776,0.28
58,0.3421597263590949,0.3958607033420626,2.401053590154433,0.3
59,0.3401970122114194,0.39795867196368306,2.377688803202326,0.3
60,0.340234086231103,0.39791888540451575,2.383687831221277,0.3
61,0.3407633705895368,0.39798300456447877,2.388915258290528,0.3
62,0.3409731098696157,0.3979170921382575,2.391331567986736,0.3
63,0.3411683088256071,0.397938301452319,2.3989179003704373,0.3
64,0.3414610216904459,0.39792163631693644,2.4029059189646986,0.3
65,0.34182440393003544,0.3980361295498828,2.4079498764438623,0.3
