,x0,x1,y0,sample,out_hull
0,-1.3885908758467815,1.2056606924744389,0.7115666885394275,True,True
1,-1.4337944896760821,3.002953977371935,0.09722242622130729,True,True
2,1.4796393459624655,-1.9163100026583308,0.129119070952261,True,True
3,1.879686395259707,0.9730895136212112,0.9774808573507487,True,True
4,1.278670566982938,-2.5351288016534634,0.011123175757077363,True,True
5,0.5741265454215071,1.418597738275866,0.03727722350723425,True,True
6,-4.362116337586205,-4.925584699045227,0.11436311442852236,True,True
7,-2.727471824862758,-5.49586589308383,0.006168550655439806,True,True
8,-1.8973520849554573,-2.056133800049083,0.31800145087708265,True,True
9,0.875738218613532,-1.2635417596884935,0.1848456544712261,True,True
10,-2.06570608672156,-4.354584645263874,0.006131100226426072,True,True
11,-4.547330058975184,-2.793598383582594,0.8792501759028293,True,True
12,-2.792591271341444,-3.692946842748234,0.2357057924519847,True,True
13,6.707144511191036,-9.198924570651572,1.2455051318094665e-13,True,True
14,-9.682345524776775,-1.794654326727403,0.2814260819989859,True,True
15,3.8477881407196843,-2.4349097305394523,0.900319590260057,True,True
16,3.5750647529971067,3.2103525447341736,0.37520002505714495,True,True
17,-6.170362365534037,2.411497661665748,0.9492903180471326,True,True
18,-8.796204790872398,-2.916777805337301,0.33546867434040023,True,True
19,-1.9150440827981572,-0.9964758467016127,0.9999999999996516,True,True
20,-6.759072999961408,-3.867444695012617,0.17328393863472472,True,True
21,-9.597926409686176,-1.4304701178675383,0.5066818184149448,True,True
22,-4.1563167745215255,2.867323864927478,0.7938818941936404,True,True
23,-0.6602546902942017,11.180350486553534,5.326089205940793e-14,True,True
24,0.6992433847182452,1.1578966712477294,0.14211673485536733,True,True
25,3.6925466668845535,-2.670409802374744,0.7471279344070857,True,True
26,-1.446815736702171,3.1821200025654064,0.020178663712512403,True,True
27,-2.7728406204819978,-3.1216888675618293,0.32448494878212236,True,True
28,-5.262878376687906,0.08204235810545257,0.9999999999915851,True,True
29,-4.198626306219433,-2.1074880229731714,0.989766741771844,True,True
30,3.1077758104337425,2.6694722325557154,0.4999789514538084,True,True
31,-8.158546132277639,1.8810604123584056,0.8849744754410319,True,True
32,0.32282447185100854,-7.371453404632034,1.7973439912652297e-06,True,True
33,2.260086562336986,-1.7228417524892967,0.8713165466979752,True,True
34,-5.185435407529583,-3.1460749918284736,0.6943152170005328,True,True
35,-3.5500202156034786,-5.988772800144853,5.488924155956043e-13,True,True
36,-5.587458024212233,-0.14015890262322306,0.9999999999999797,True,True
37,-1.3727981843474806,11.390735609536078,5.523318738072672e-14,True,True
38,-0.969263635676993,-0.7053013302404597,0.7246676564456029,True,True
39,2.5622218504380676,-6.803317083636308,8.264460634730382e-14,True,True
40,5.969631629914763,-2.538448584354548,0.9255852019996856,True,True
41,-0.09526267067872234,-0.16865354763467075,0.3921047711938406,True,True
42,7.6421922625447785,-2.5706259529774753,0.9254313836304012,True,True
43,6.29850092929461,-3.2757616836923695,0.6381874910887184,True,True
44,-4.2488691183223715,2.9846267749171194,0.7024553725728737,True,True
45,5.694524664768439,-4.680414021464675,0.0018995405589743838,True,True
46,1.328861521446747,-1.7635524692366644,0.06230014414609366,True,True
47,-8.009664620760335,-9.513314478431136,1.1787744746979393e-06,True,True
48,-3.7891882499637446,-2.9553443470590604,0.5458802590525758,True,True
49,-3.546367453120004,-5.669290092827809,1.444940404130815e-12,True,True
50,-9.12986893414553,-0.20629512849506476,0.8701146959833245,True,True
51,-6.314434654773505,4.304040215439229,0.08221534079951473,True,True
52,1.3677380339301561,0.9063214601253798,0.8680253772578063,True,True
53,7.040324116612291,4.946849122910641,0.45845840997448023,True,True
54,2.215410687615205,-2.1364718704424237,0.3937408661816902,True,True
55,-1.8557287746530584,-2.1966595593191527,0.23685843295992515,True,True
56,-10.961450283537793,0.5981707241271418,0.17048715065244444,True,True
57,0.31306652960690246,-0.04963013957912737,0.596801020745243,True,True
58,5.1227590500708375,3.421281427410249,0.7731378831229504,True,True
59,6.450316777117433,-4.663145793292264,0.08933283931837684,True,True
60,-0.7127724100014375,-3.0813235319602295,3.37105008624078e-14,True,True
61,4.837784270804614,3.9677302856128396,0.46301547285344424,True,True
62,-7.668475411729515,3.8098432253443977,0.17597661330479036,True,True
63,-5.64419823866677,4.231468693890216,0.03525392822218653,True,True
64,-4.991082208373702,-2.9393587472945173,0.8106438310921852,True,True
65,0.8728049314567164,1.4717409961862509,0.19488202889938777,True,True
66,2.7611464800285836,-2.8682397870613636,0.2805968341034338,True,True
67,-1.0125675777678778,1.4467269866379864,0.23988180404817994,True,True
68,-4.97406351986416,-1.8424431740970793,0.9936936705440133,True,True
69,3.469097759528212,-3.6508322231481074,0.07779766437407902,True,True
70,-6.153182951529318,3.8737674859786675,0.2718700254174665,True,True
71,-2.1108306769482543,1.2394961784864171,0.9999999999996052,True,True
72,5.5729039477087525,6.613829623754664,0.06549723014378787,True,True
73,-8.188336588322054,-3.550225085284543,0.2584172608554954,True,True
